LogmoneynessForward,ImpliedVolatility,Maturity
-0.20512820512820518,0.44070631970260227,0.068
-0.18632478632478636,0.4312267657992565,0.068
-0.16752136752136754,0.4206319702602231,0.068
-0.1495726495726496,0.4100371747211896,0.068
-0.13162393162393166,0.4005576208178439,0.068
-0.11367521367521372,0.3894052044609666,0.068
-0.0965811965811966,0.379368029739777,0.068
-0.07948717948717951,0.3687732342007435,0.068
-0.06239316239316242,0.35873605947955395,0.068
-0.046153846153846156,0.34869888475836436,0.068
-0.02991452991452992,0.3381040892193309,0.068
-0.013675213675213682,0.3280669144981413,0.068
0.0017094017094017588,0.31858736059479553,0.068
0.01709401709401709,0.3091078066914499,0.068
0.032478632478632474,0.30018587360594795,0.068
0.04700854700854701,0.2923791821561339,0.068
0.06153846153846154,0.2856877323420075,0.068
0.07606837606837608,0.28011152416356877,0.068
0.09059829059829061,0.27620817843866174,0.068
0.10427350427350424,0.27342007434944243,0.068
0.11880341880341883,0.2717472118959108,0.068
0.1324786324786325,0.27118959107806695,0.068
0.15897435897435896,0.27342007434944243,0.068
0.17264957264957265,0.27620817843866174,0.068
-0.20799999999999996,0.3761992619926199,0.16
-0.1891428571428571,0.36955719557195565,0.16
-0.17028571428571423,0.3625461254612546,0.16
-0.15199999999999997,0.35516605166051657,0.16
-0.13371428571428567,0.34778597785977855,0.16
-0.11599999999999996,0.34003690036900364,0.16
-0.09885714285714281,0.3326568265682657,0.16
-0.08171428571428568,0.32527675276752765,0.16
-0.06457142857142853,0.31715867158671585,0.16
-0.04799999999999999,0.30904059040590404,0.16
-0.03199999999999997,0.3012915129151291,0.16
-0.015428571428571403,0.2935424354243542,0.16
0.0,0.2857933579335793,0.16
0.015428571428571458,0.2784132841328413,0.16
0.03085714285714286,0.2714022140221402,0.16
0.04628571428571432,0.26476014760147604,0.16
0.061142857142857165,0.2588560885608856,0.16
0.07542857142857146,0.25295202952029516,0.16
0.08971428571428575,0.2481549815498155,0.16
0.10399999999999998,0.2437269372693727,0.16
0.11828571428571427,0.2407749077490775,0.16
0.13199999999999995,0.2378228782287823,0.16
0.14514285714285713,0.2363468634686347,0.16
0.15942857142857142,0.23560885608856091,0.16
0.17257142857142854,0.235239852398524,0.16
